Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P17	68	19.01.2014	1844.0000	+1.28193830e+02	+1.91183110e+02	+0.00000000e+00	+1.03721322e+02	+1.26588127e+02
P17	69	18.02.2014	1874.0000	+1.28461332e+02	+2.08051038e+02	+0.00000000e+00	+1.03285573e+02	+1.26841580e+02
P17	70	20.03.2014	1904.0000	+1.17367922e+02	+2.08847608e+02	+0.00000000e+00	+1.03602732e+02	+1.27581283e+02
P17	71	20.04.2014	1935.0000	+1.07490872e+02	+2.10788968e+02	+0.00000000e+00	+1.03443463e+02	+1.28418078e+02
P17	72	20.05.2014	1965.0000	+1.01778232e+02	+2.17240958e+02	+0.00000000e+00	+1.03738559e+02	+1.28996439e+02
P17	73	20.06.2014	1996.0000	+9.49227074e+01	+2.19979973e+02	+0.00000000e+00	+1.03959191e+02	+1.29736749e+02
P17	74	20.07.2014	2026.0000	+9.38811231e+01	+2.32502947e+02	+0.00000000e+00	+1.03762691e+02	+1.30119272e+02
P17	75	20.08.2014	2057.0000	+8.96163497e+01	+2.37497530e+02	+0.00000000e+00	+1.05504307e+02	+1.30766839e+02
P17	76	19.09.2014	2087.0000	+8.21816842e+01	+2.33412646e+02	+0.00000000e+00	+1.05004437e+02	+1.31567935e+02
P17	77	19.10.2014	2117.0000	+7.86151236e+01	+2.38131956e+02	+0.00000000e+00	+1.06335126e+02	+1.32169321e+02
P17	78	19.11.2014	2148.0000	+7.12299028e+01	+2.30407407e+02	+0.00000000e+00	+1.06040719e+02	+1.33076243e+02
P17	79	19.12.2014	2178.0000	+7.05644157e+01	+2.41336344e+02	+0.00000000e+00	+1.05379512e+02	+1.33557103e+02
P17	80	19.01.2015	2209.0000	+6.89539675e+01	+2.48777322e+02	+0.00000000e+00	+1.06576442e+02	+1.34056556e+02
P17	81	18.02.2015	2239.0000	+6.58113695e+01	+2.49652581e+02	+0.00000000e+00	+1.05891103e+02	+1.34713181e+02
P17	82	21.03.2015	2270.0000	+6.24870555e+01	+2.49187925e+02	+0.00000000e+00	+1.06816380e+02	+1.35415835e+02
P17	83	20.04.2015	2300.0000	+5.96021447e+01	+2.48951665e+02	+0.00000000e+00	+1.06661248e+02	+1.36085234e+02
P17	84	21.05.2015	2331.0000	+5.88488250e+01	+2.56834545e+02	+0.00000000e+00	+1.06253078e+02	+1.36557901e+02
P17	85	20.06.2015	2361.0000	+5.85249782e+01	+2.65701462e+02	+0.00000000e+00	+1.07267297e+02	+1.36949964e+02
P17	86	20.07.2015	2391.0000	+5.52517719e+01	+2.61153458e+02	+0.00000000e+00	+1.06695032e+02	+1.37636497e+02
P17	87	20.08.2015	2422.0000	+5.43097662e+01	+2.66819354e+02	+0.00000000e+00	+1.07250060e+02	+1.38153355e+02
P17	88	19.09.2015	2452.0000	+5.14936078e+01	+2.62623612e+02	+0.00000000e+00	+1.08636596e+02	+1.38867989e+02
P17	89	20.10.2015	2483.0000	+5.12977537e+01	+2.71017506e+02	+0.00000000e+00	+1.09218514e+02	+1.39352918e+02
P17	90	19.11.2015	2513.0000	+4.97001342e+01	+2.71530746e+02	+0.00000000e+00	+1.08864813e+02	+1.39908738e+02
P17	91	20.12.2015	2544.0000	+4.96405202e+01	+2.79896520e+02	+0.00000000e+00	+1.09435699e+02	+1.40353620e+02
P17	92	19.01.2016	2574.0000	+4.77524461e+01	+2.77747584e+02	+0.00000000e+00	+1.08940655e+02	+1.40971257e+02
P17	93	18.02.2016	2604.0000	+4.63092776e+01	+2.77580082e+02	+0.00000000e+00	+1.09665295e+02	+1.41566531e+02
P17	94	20.03.2016	2635.0000	+4.44734402e+01	+2.74906680e+02	+0.00000000e+00	+1.09787332e+02	+1.42206762e+02
P17	95	19.04.2016	2665.0000	+4.23522950e+01	+2.69699515e+02	+0.00000000e+00	+1.09593589e+02	+1.42867329e+02
P17	96	20.05.2016	2696.0000	+4.24197329e+01	+2.77747437e+02	+0.00000000e+00	+1.09195072e+02	+1.43296749e+02
P17	97	19.06.2016	2726.0000	+4.32069487e+01	+2.89708841e+02	+0.00000000e+00	+1.09954185e+02	+1.43640551e+02
P17	98	20.07.2016	2757.0000	+4.11668126e+01	+2.83514367e+02	+0.00000000e+00	+1.11337274e+02	+1.44325345e+02
P17	99	19.08.2016	2787.0000	+4.20948932e+01	+2.96363637e+02	+0.00000000e+00	+1.10123107e+02	+1.44622011e+02
P17	100	18.09.2016	2817.0000	+3.71742424e+01	+2.69333238e+02	+0.00000000e+00	+1.10995983e+02	+1.45685482e+02
P17	101	19.10.2016	2848.0000	+3.76183702e+01	+2.79440350e+02	+0.00000000e+00	+1.11175247e+02	+1.46111269e+02
P17	102	18.11.2016	2878.0000	+3.55658026e+01	+2.71024357e+02	+0.00000000e+00	+1.11415874e+02	+1.46874760e+02
P17	103	19.12.2016	2909.0000	+3.50441332e+01	+2.73641647e+02	+0.00000000e+00	+1.11269705e+02	+1.47380068e+02
P17	104	18.01.2017	2939.0000	+3.55683099e+01	+2.83649630e+02	+0.00000000e+00	+1.11951597e+02	+1.47760973e+02
P17	105	18.02.2017	2970.0000	+3.40904453e+01	+2.78225305e+02	+0.00000000e+00	+1.12925827e+02	+1.48353805e+02
P17	106	20.03.2017	3000.0000	+3.38927648e+01	+2.82087935e+02	+0.00000000e+00	+1.11584106e+02	+1.48830678e+02
P17	107	20.04.2017	3031.0000	+3.41731732e+01	+2.89601707e+02	+0.00000000e+00	+1.12410788e+02	+1.49238375e+02
P17	108	20.05.2017	3061.0000	+3.30007496e+01	+2.84986530e+02	+0.00000000e+00	+1.12462499e+02	+1.49821476e+02
P17	109	19.06.2017	3091.0000	+3.29129132e+01	+2.89311717e+02	+0.00000000e+00	+1.12525241e+02	+1.50257879e+02
P17	110	20.07.2017	3122.0000	+3.24530788e+01	+2.90550651e+02	+0.00000000e+00	+1.13083027e+02	+1.50782477e+02
P17	111	19.08.2017	3152.0000	+3.11839483e+01	+2.84501012e+02	+0.00000000e+00	+1.13009943e+02	+1.51435930e+02
P17	112	19.09.2017	3183.0000	+3.08196317e+01	+2.86453738e+02	+0.00000000e+00	+1.13060964e+02	+1.51994130e+02
P17	113	19.10.2017	3213.0000	+3.07146944e+01	+2.90417606e+02	+0.00000000e+00	+1.13595997e+02	+1.52475841e+02
P17	114	19.11.2017	3244.0000	+2.94982074e+01	+2.84181763e+02	+0.00000000e+00	+1.13531187e+02	+1.53146017e+02
P17	115	19.12.2017	3274.0000	+2.99270196e+01	+2.93014700e+02	+0.00000000e+00	+1.13131980e+02	+1.53536614e+02
P17	116	19.01.2018	3305.0000	+2.90636802e+01	+2.89620020e+02	+0.00000000e+00	+1.14019336e+02	+1.54134769e+02
P17	117	18.02.2018	3335.0000	+2.94887524e+01	+2.98394688e+02	+0.00000000e+00	+1.15576172e+02	+1.54503458e+02
P17	118	20.03.2018	3365.0000	+2.87289472e+01	+2.95495903e+02	+0.00000000e+00	+1.15571346e+02	+1.55095669e+02
P17	119	20.04.2018	3396.0000	+2.71352174e+01	+2.84309213e+02	+0.00000000e+00	+1.14395100e+02	+1.55896991e+02
P17	120	20.05.2018	3426.0000	+2.78200469e+01	+2.96056593e+02	+0.00000000e+00	+1.16166364e+02	+1.56319991e+02
P17	121	20.06.2018	3457.0000	+2.75298170e+01	+2.97784183e+02	+0.00000000e+00	+1.15541699e+02	+1.56933844e+02
P17	122	20.07.2018	3487.0000	+2.49393462e+01	+2.74988714e+02	+0.00000000e+00	+1.16198769e+02	+1.57980342e+02
P17	123	20.08.2018	3518.0000	+2.57237376e+01	+2.88282182e+02	+0.00000000e+00	+1.16754487e+02	+1.58480841e+02
P17	124	19.09.2018	3548.0000	+2.54567993e+01	+2.89825891e+02	+0.00000000e+00	+1.16975809e+02	+1.59086544e+02
P17	125	19.10.2018	3578.0000	+2.60307422e+01	+3.00610908e+02	+0.00000000e+00	+1.16270475e+02	+1.59529753e+02
P17	126	19.11.2018	3609.0000	+2.43527637e+01	+2.86121766e+02	+0.00000000e+00	+1.17992096e+02	+1.60427344e+02
P17	127	19.12.2018	3639.0000	+2.42867672e+01	+2.89750953e+02	+0.00000000e+00	+1.18664335e+02	+1.61057437e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P18	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64792115e+02
P18	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64792115e+02
P18	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64792115e+02
P18	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64792115e+02
P18	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64792115e+02
P18	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64792115e+02
P18	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64792115e+02
P18	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64792115e+02
P18	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64767205e+02
P18	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64665591e+02
P18	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64490576e+02
P18	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64186264e+02
P18	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63744057e+02
P18	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62928771e+02
P18	16	27.11.2009	330.0000	+3.13201554e+02	+2.46114619e+00	+0.00000000e+00	+1.46970773e+02	+1.55661228e+02
P18	17	26.12.2009	359.0000	+2.98281707e+02	+3.02488278e+00	+0.00000000e+00	+1.45682142e+02	+1.54024945e+02
P18	18	26.01.2010	390.0000	+2.99850031e+02	+3.91469946e+00	+0.00000000e+00	+1.42999391e+02	+1.52249982e+02
P18	19	25.02.2010	420.0000	+3.09502131e+02	+5.10321896e+00	+0.00000000e+00	+1.41996203e+02	+1.50655955e+02
P18	20	26.03.2010	449.0000	+3.05590882e+02	+6.22401758e+00	+0.00000000e+00	+1.40411787e+02	+1.49235872e+02
P18	21	26.04.2010	480.0000	+3.12596271e+02	+7.95090935e+00	+0.00000000e+00	+1.39406531e+02	+1.47402392e+02
P18	22	25.05.2010	509.0000	+3.03942734e+02	+9.39379646e+00	+0.00000000e+00	+1.37451867e+02	+1.45720661e+02
P18	23	24.06.2010	539.0000	+3.01161415e+02	+1.14198650e+01	+0.00000000e+00	+1.34864263e+02	+1.43929627e+02
P18	24	25.07.2010	570.0000	+2.98049048e+02	+1.57644820e+01	+0.00000000e+00	+1.32720683e+02	+1.42032110e+02
P18	25	30.07.2010	575.0000	+2.91085302e+02	+1.61042878e+01	+0.00000000e+00	+1.30827382e+02	+1.41764223e+02
P18	26	09.08.2010	585.0000	+2.98021939e+02	+1.79985106e+01	+0.00000000e+00	+1.29669751e+02	+1.41065644e+02
P18	27	23.08.2010	599.0000	+2.93258874e+02	+1.98375662e+01	+0.00000000e+00	+1.28934080e+02	+1.40150396e+02
P18	28	23.09.2010	630.0000	+2.99620778e+02	+2.55469423e+01	+0.00000000e+00	+1.28083267e+02	+1.37932901e+02
P18	29	23.10.2010	660.0000	+2.89332332e+02	+3.02322280e+01	+0.00000000e+00	+1.26350614e+02	+1.36403088e+02
P18	30	21.11.2010	689.0000	+2.80407068e+02	+3.53399022e+01	+0.00000000e+00	+1.23705784e+02	+1.35416244e+02
P18	31	22.12.2010	720.0000	+2.70167399e+02	+4.18367108e+01	+0.00000000e+00	+1.23349325e+02	+1.34727723e+02
P18	32	20.01.2011	749.0000	+2.64406214e+02	+5.24807861e+01	+0.00000000e+00	+1.22458522e+02	+1.34214579e+02
P18	33	20.02.2011	780.0000	+2.52727000e+02	+6.34921999e+01	+0.00000000e+00	+1.20405262e+02	+1.33796620e+02
P18	34	22.03.2011	810.0000	+2.43440999e+02	+7.51552510e+01	+0.00000000e+00	+1.19467575e+02	+1.33492253e+02
P18	35	20.04.2011	839.0000	+2.36096081e+02	+8.79602292e+01	+0.00000000e+00	+1.18593319e+02	+1.33325720e+02
P18	36	21.05.2011	870.0000	+2.20423387e+02	+9.95911427e+01	+0.00000000e+00	+1.18147228e+02	+1.33399256e+02
P18	37	20.06.2011	900.0000	+2.06486863e+02	+1.11664187e+02	+0.00000000e+00	+1.18263060e+02	+1.33590814e+02
P18	38	20.07.2011	930.0000	+1.94159208e+02	+1.25637492e+02	+0.00000000e+00	+1.17596337e+02	+1.33832535e+02
P18	39	20.08.2011	961.0000	+1.80117311e+02	+1.39881319e+02	+0.00000000e+00	+1.17712858e+02	+1.34184718e+02
P18	40	19.09.2011	991.0000	+1.66435799e+02	+1.54710811e+02	+0.00000000e+00	+1.17279868e+02	+1.34548539e+02
P18	41	20.10.2011	1022.0000	+1.51446492e+02	+1.67618808e+02	+0.00000000e+00	+1.17842480e+02	+1.34982337e+02
P18	42	19.11.2011	1052.0000	+1.37455062e+02	+1.76263068e+02	+0.00000000e+00	+1.17186788e+02	+1.35475879e+02
P18	43	20.12.2011	1083.0000	+1.24478895e+02	+1.82809275e+02	+0.00000000e+00	+1.17068198e+02	+1.36011020e+02
P18	44	19.01.2012	1113.0000	+1.18331575e+02	+1.95772925e+02	+0.00000000e+00	+1.15956763e+02	+1.36407352e+02
P18	45	18.02.2012	1143.0000	+1.11142087e+02	+2.05296533e+02	+0.00000000e+00	+1.16537302e+02	+1.36871456e+02
P18	46	20.03.2012	1174.0000	+1.04238431e+02	+2.13938059e+02	+0.00000000e+00	+1.17159899e+02	+1.37376522e+02
P18	47	19.04.2012	1204.0000	+9.72666954e+01	+2.19605995e+02	+0.00000000e+00	+1.17083367e+02	+1.37880025e+02
P18	48	20.05.2012	1235.0000	+9.02976787e+01	+2.23555601e+02	+0.00000000e+00	+1.17462579e+02	+1.38419191e+02
P18	49	19.06.2012	1265.0000	+8.91452985e+01	+2.39574481e+02	+0.00000000e+00	+1.17008214e+02	+1.38777125e+02
P18	50	20.07.2012	1296.0000	+8.20397959e+01	+2.39189494e+02	+0.00000000e+00	+1.17557037e+02	+1.39392650e+02
P18	51	19.08.2012	1326.0000	+7.66893829e+01	+2.40486997e+02	+0.00000000e+00	+1.16692434e+02	+1.39934697e+02
P18	52	18.09.2012	1356.0000	+7.41089715e+01	+2.47662508e+02	+0.00000000e+00	+1.17013040e+02	+1.40412114e+02
P18	53	19.10.2012	1387.0000	+6.88516970e+01	+2.44378303e+02	+0.00000000e+00	+1.16153953e+02	+1.40992587e+02
P18	54	18.11.2012	1417.0000	+6.56930734e+01	+2.46035967e+02	+0.00000000e+00	+1.16386307e+02	+1.41531571e+02
P18	55	19.12.2012	1448.0000	+6.10564887e+01	+2.41130961e+02	+0.00000000e+00	+1.17398458e+02	+1.42144789e+02
P18	56	18.01.2013	1478.0000	+6.07331810e+01	+2.51073769e+02	+0.00000000e+00	+1.16640723e+02	+1.42556375e+02
P18	57	18.02.2013	1509.0000	+6.24646909e+01	+2.69854849e+02	+0.00000000e+00	+1.16124306e+02	+1.42876745e+02
P18	58	20.03.2013	1539.0000	+5.79877174e+01	+2.62198533e+02	+0.00000000e+00	+1.16324254e+02	+1.43474614e+02
P18	59	20.04.2013	1570.0000	+5.49355237e+01	+2.59480616e+02	+0.00000000e+00	+1.17320547e+02	+1.44066908e+02
P18	60	20.05.2013	1600.0000	+5.35935841e+01	+2.63183706e+02	+0.00000000e+00	+1.17061993e+02	+1.44539208e+02
P18	61	19.06.2013	1630.0000	+5.09146999e+01	+2.59909630e+02	+0.00000000e+00	+1.17110946e+02	+1.45083167e+02
P18	62	20.07.2013	1661.0000	+5.01077820e+01	+2.65306878e+02	+0.00000000e+00	+1.17165415e+02	+1.45571814e+02
P18	63	19.08.2013	1691.0000	+4.92630874e+01	+2.70072513e+02	+0.00000000e+00	+1.17632879e+02	+1.46020931e+02
P18	64	19.09.2013	1722.0000	+4.67522851e+01	+2.65900545e+02	+0.00000000e+00	+1.18272024e+02	+1.46584747e+02
P18	65	19.10.2013	1752.0000	+4.53787111e+01	+2.66790759e+02	+0.00000000e+00	+1.17963138e+02	+1.47114113e+02
P18	66	19.11.2013	1783.0000	+4.58022998e+01	+2.77602110e+02	+0.00000000e+00	+1.17045446e+02	+1.47523280e+02
P18	67	19.12.2013	1813.0000	+4.33512400e+01	+2.71448090e+02	+0.00000000e+00	+1.18129302e+02	+1.48082579e+02
P18	68	19.01.2014	1844.0000	+4.35822083e+01	+2.80820722e+02	+0.00000000e+00	+1.19164895e+02	+1.48513727e+02
P18	69	18.02.2014	1874.0000	+4.16758494e+01	+2.76715291e+02	+0.00000000e+00	+1.17996923e+02	+1.49020581e+02
P18	70	20.03.2014	1904.0000	+4.07585774e+01	+2.78274923e+02	+0.00000000e+00	+1.18511961e+02	+1.49499322e+02
P18	71	20.04.2014	1935.0000	+4.07068216e+01	+2.85413308e+02	+0.00000000e+00	+1.18352003e+02	+1.49945300e+02
P18	72	20.05.2014	1965.0000	+3.90455372e+01	+2.81463483e+02	+0.00000000e+00	+1.19617191e+02	+1.50470126e+02
P18	73	20.06.2014	1996.0000	+3.74007533e+01	+2.77160077e+02	+0.00000000e+00	+1.19048373e+02	+1.51006313e+02
P18	74	20.07.2014	2026.0000	+3.68421514e+01	+2.79742749e+02	+0.00000000e+00	+1.18687088e+02	+1.51462401e+02
P18	75	20.08.2014	2057.0000	+3.59967075e+01	+2.80297222e+02	+0.00000000e+00	+1.19523422e+02	+1.51982024e+02
P18	76	19.09.2014	2087.0000	+3.59737714e+01	+2.86338309e+02	+0.00000000e+00	+1.19479296e+02	+1.52413357e+02
P18	77	19.10.2014	2117.0000	+3.42982163e+01	+2.79901684e+02	+0.00000000e+00	+1.19007694e+02	+1.52948908e+02
P18	78	19.11.2014	2148.0000	+3.30677667e+01	+2.76449583e+02	+0.00000000e+00	+1.18857389e+02	+1.53483756e+02
P18	79	19.12.2014	2178.0000	+3.16175988e+01	+2.70642991e+02	+0.00000000e+00	+1.19927455e+02	+1.54040736e+02
P18	80	19.01.2015	2209.0000	+3.31111728e+01	+2.88102217e+02	+0.00000000e+00	+1.18634688e+02	+1.54372382e+02
P18	81	18.02.2015	2239.0000	+3.26277142e+01	+2.89878346e+02	+0.00000000e+00	+1.19785423e+02	+1.54853007e+02
P18	82	21.03.2015	2270.0000	+3.23780778e+01	+2.93481292e+02	+0.00000000e+00	+1.20003298e+02	+1.55332771e+02
P18	83	20.04.2015	2300.0000	+3.15934704e+01	+2.92113040e+02	+0.00000000e+00	+1.20311494e+02	+1.55799116e+02
P18	84	21.05.2015	2331.0000	+2.97738179e+01	+2.81688102e+02	+0.00000000e+00	+1.19844718e+02	+1.56366481e+02
P18	85	20.06.2015	2361.0000	+2.96446008e+01	+2.85355069e+02	+0.00000000e+00	+1.20246683e+02	+1.56793736e+02
P18	86	20.07.2015	2391.0000	+2.92143594e+01	+2.86337041e+02	+0.00000000e+00	+1.20190835e+02	+1.57254168e+02
P18	87	20.08.2015	2422.0000	+2.93102070e+01	+2.92103523e+02	+0.00000000e+00	+1.20526610e+02	+1.57676479e+02
P18	88	19.09.2015	2452.0000	+2.80160381e+01	+2.84795792e+02	+0.00000000e+00	+1.20941675e+02	+1.58192708e+02
P18	89	20.10.2015	2483.0000	+2.70380631e+01	+2.80167427e+02	+0.00000000e+00	+1.20185320e+02	+1.58743372e+02
P18	90	19.11.2015	2513.0000	+2.65573977e+01	+2.79587562e+02	+0.00000000e+00	+1.20648647e+02	+1.59183795e+02
P18	91	20.12.2015	2544.0000	+2.76203504e+01	+2.94260840e+02	+0.00000000e+00	+1.20940296e+02	+1.59560478e+02
P18	92	19.01.2016	2574.0000	+2.56833959e+01	+2.79272244e+02	+0.00000000e+00	+1.21248492e+02	+1.60123471e+02
P18	93	18.02.2016	2604.0000	+2.61587292e+01	+2.87893301e+02	+0.00000000e+00	+1.21436029e+02	+1.60523256e+02
P18	94	20.03.2016	2635.0000	+2.57267835e+01	+2.87568406e+02	+0.00000000e+00	+1.21781456e+02	+1.60997370e+02
P18	95	19.04.2016	2665.0000	+2.60977874e+01	+2.95271423e+02	+0.00000000e+00	+1.21291239e+02	+1.61400246e+02
P18	96	20.05.2016	2696.0000	+2.57401276e+01	+2.95527322e+02	+0.00000000e+00	+1.21287102e+02	+1.61856680e+02
P18	97	19.06.2016	2726.0000	+2.54373759e+01	+2.95949324e+02	+0.00000000e+00	+1.21317439e+02	+1.62301795e+02
P18	98	20.07.2016	2757.0000	+2.47745349e+01	+2.92233305e+02	+0.00000000e+00	+1.22912886e+02	+1.62813470e+02
P18	99	19.08.2016	2787.0000	+2.49005275e+01	+2.96659482e+02	+0.00000000e+00	+1.22199279e+02	+1.63203290e+02
P18	100	18.09.2016	2817.0000	+2.49977077e+01	+3.01073132e+02	+0.00000000e+00	+1.21947620e+02	+1.63637647e+02
P18	101	19.10.2016	2848.0000	+2.39020954e+01	+2.92251915e+02	+0.00000000e+00	+1.22564701e+02	+1.64185678e+02
P18	102	18.11.2016	2878.0000	+2.34133431e+01	+2.89768957e+02	+0.00000000e+00	+1.22083447e+02	+1.64681816e+02
P18	103	19.12.2016	2909.0000	+2.30728576e+01	+2.88915352e+02	+0.00000000e+00	+1.22954255e+02	+1.65183339e+02
P18	104	18.01.2017	2939.0000	+2.40921617e+01	+3.03505078e+02	+0.00000000e+00	+1.22743965e+02	+1.65535426e+02
P18	105	18.02.2017	2970.0000	+2.42076315e+01	+3.08018098e+02	+0.00000000e+00	+1.23070776e+02	+1.65946570e+02
P18	106	20.03.2017	3000.0000	+2.29346315e+01	+2.96261048e+02	+0.00000000e+00	+1.23898148e+02	+1.66486368e+02
P18	107	20.04.2017	3031.0000	+2.33046078e+01	+3.03578722e+02	+0.00000000e+00	+1.23363804e+02	+1.66873295e+02
P18	108	20.05.2017	3061.0000	+2.24063994e+01	+2.95930681e+02	+0.00000000e+00	+1.22772923e+02	+1.67397037e+02
P18	109	19.06.2017	3091.0000	+2.23613276e+01	+2.98165182e+02	+0.00000000e+00	+1.22616412e+02	+1.67822240e+02
P18	110	20.07.2017	3122.0000	+2.23963653e+01	+3.01545465e+02	+0.00000000e+00	+1.22943224e+02	+1.68244645e+02
P18	111	19.08.2017	3152.0000	+2.24972221e+01	+3.05821878e+02	+0.00000000e+00	+1.23549962e+02	+1.68674242e+02
P18	112	19.09.2017	3183.0000	+2.13696393e+01	+2.94819351e+02	+0.00000000e+00	+1.24320797e+02	+1.69240720e+02
P18	113	19.10.2017	3213.0000	+2.08355595e+01	+2.90740840e+02	+0.00000000e+00	+1.23436199e+02	+1.69742561e+02
P18	114	19.11.2017	3244.0000	+2.18552292e+01	+3.06440021e+02	+0.00000000e+00	+1.23818858e+02	+1.70102057e+02
P18	115	19.12.2017	3274.0000	+2.07372007e+01	+2.94938219e+02	+0.00000000e+00	+1.24738619e+02	+1.70645052e+02
P18	116	19.01.2018	3305.0000	+1.98085716e+01	+2.85570008e+02	+0.00000000e+00	+1.25038541e+02	+1.71209412e+02
P18	117	18.02.2018	3335.0000	+2.00744979e+01	+2.91468512e+02	+0.00000000e+00	+1.25044746e+02	+1.71641597e+02
P18	118	20.03.2018	3365.0000	+2.06659654e+01	+3.02003865e+02	+0.00000000e+00	+1.25886596e+02	+1.72061501e+02
P18	119	20.04.2018	3396.0000	+1.97742674e+01	+2.93132963e+02	+0.00000000e+00	+1.25713538e+02	+1.72679121e+02
P18	120	20.05.2018	3426.0000	+2.00913502e+01	+3.00195070e+02	+0.00000000e+00	+1.25450848e+02	+1.73196512e+02
P18	121	20.06.2018	3457.0000	+2.01363605e+01	+3.03775260e+02	+0.00000000e+00	+1.26076202e+02	+1.73773399e+02
P18	122	20.07.2018	3487.0000	+1.89659751e+01	+2.90529115e+02	+0.00000000e+00	+1.25337774e+02	+1.74473602e+02
P18	123	20.08.2018	3518.0000	+1.88300935e+01	+2.91235806e+02	+0.00000000e+00	+1.27516518e+02	+1.75106131e+02
P18	124	19.09.2018	3548.0000	+1.98794618e+01	+3.08441228e+02	+0.00000000e+00	+1.27076632e+02	+1.75593092e+02
P18	125	19.10.2018	3578.0000	+1.88420048e+01	+2.96504285e+02	+0.00000000e+00	+1.27297954e+02	+1.76277602e+02
P18	126	19.11.2018	3609.0000	+1.94949616e+01	+3.08405968e+02	+0.00000000e+00	+1.27317259e+02	+1.76826809e+02
P18	127	19.12.2018	3639.0000	+1.85141852e+01	+2.96876625e+02	+0.00000000e+00	+1.28319068e+02	+1.77503316e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Приёмистость воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
P19	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62794684e+02
P19	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62794684e+02
P19	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62794684e+02
P19	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62794684e+02
P19	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62794684e+02
P19	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62794684e+02
P19	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62794684e+02
P19	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62794684e+02
P19	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62777575e+02
P19	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62696307e+02
P19	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62548403e+02
P19	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62280786e+02
P19	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61890246e+02
P19	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61162002e+02
P19	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59689239e+02
P19	17	26.12.2009	359.0000	+3.18859083e+02	+1.31487358e-01	+0.00000000e+00	+1.46935609e+02	+1.49462981e+02
